player,position,team,goals,shots,shots_on_target,goals/shots,goals/shots_on_target,average_shot_distance,shots_from_free_kicks,shots_from_penalties,non_penalty_expected_goals/shots,goals-expected_goals,non_penalty_goals-non_penalty_expected_goals
Ruben Loftus-Cheek,FW,Chelsea,0,0,,,,0,0,0,,0,0
Ruben Loftus-Cheek,"MF,FW",Fulham,35,8,0.03,0.13,16.6,0,0,3.4,0.1,-2.4,-2.4
Kevin Long,DF,Burnley,2,0,0,,9.3,0,0,0.4,0.2,-0.4,-0.4
Shane Long,FW,Southampton,2,1,0,0,21.3,0,0,0.1,0.04,-0.1,-0.1
Matthew Longstaff,MF,Newcastle Utd,0,0,,,,0,0,0,,0,0
Sean Longstaff,MF,Newcastle Utd,15,5,0,0,19.8,1,0,1.4,0.09,-1.4,-1.4
Ademola Lookman,"FW,MF",Fulham,68,22,0.06,0.18,17.8,4,0,5.5,0.08,-2.3,-1.5
Max Lowe,DF,Sheffield Utd,2,1,0,0,21.4,0,0,0.1,0.04,-0.1,-0.1
Matthew Lowton,DF,Burnley,21,4,0.05,0.25,24.9,0,0,0.8,0.04,0.2,0.2
David Luiz,DF,Arsenal,15,2,0.07,0.5,19,3,0,0.9,0.06,0.1,0.1
Douglas Luiz,MF,Aston Villa,26,8,0,0,23.9,1,0,1.2,0.05,-1.2,-1.2
John Lundstram,MF,Sheffield Utd,19,4,0,0,23.8,1,0,1.1,0.06,-1.9,-1.1
Alexis Mac Allister,"MF,FW",Brighton,24,3,0.04,0.33,22.5,1,0,1.3,0.05,-0.3,-0.3
James Maddison,MF,Leicester City,75,23,0.11,0.35,24.7,13,0,3.8,0.05,4.2,4.2
Harry Maguire,DF,Manchester Utd,36,9,0.06,0.22,12.8,0,0,2.2,0.06,-0.3,-0.2
Riyad Mahrez,FW,Manchester City,58,22,0.16,0.41,17,3,0,4.7,0.08,4.3,4.3
Ainsley Maitland-Niles,"MF,DF",Arsenal,2,1,0,0,20.9,0,0,0.1,0.04,-0.1,-0.1
Ainsley Maitland-Niles,MF,West Brom,10,3,0,0,23.1,0,0,0.6,0.06,-0.6,-0.6
Josh Maja,FW,Fulham,20,7,0.1,0.29,14.3,0,1,3.7,0.19,-1.5,-1.7
Sadio Mané,FW,Liverpool,94,34,0.12,0.32,13.7,0,0,14.1,0.15,-3.1,-3.1
Javier Manquillo,DF,Newcastle Utd,1,0,0,,24.8,0,0,0,0.03,0,0
Fernando Marçal,"DF,MF",Wolves,2,0,0,,26.7,0,0,0.1,0.03,-0.1,-0.1
Solly March,"DF,MF",Brighton,22,4,0.09,0.5,17,1,0,1.7,0.08,0.3,0.3
Pablo Marí,DF,Arsenal,2,0,0,,21.6,0,0,0.1,0.03,-0.1,-0.1
Anthony Martial,FW,Manchester Utd,43,20,0.09,0.2,14,0,0,6.5,0.15,-2.5,-2.5
Gabriel Martinelli,FW,Arsenal,20,8,0.1,0.25,14.1,0,0,3.3,0.17,-1.3,-1.3
Emiliano Martínez,GK,Aston Villa,0,0,,,,0,0,0,,0,0
Arthur Masuaku,"DF,MF",West Ham,6,2,0,0,21.1,0,0,0.5,0.08,-0.5,-0.5
Juan Mata,"FW,MF",Manchester Utd,4,3,0,0,21.5,0,1,0.2,0.06,0,-0.2
Jean-Philippe Mateta,FW,Crystal Palace,4,2,0.25,0.5,10.6,0,0,0.3,0.08,0.7,0.7
Nemanja Matić,MF,Manchester Utd,6,3,0,0,22.8,0,0,0.3,0.05,-0.3,-0.3
Joël Matip,DF,Liverpool,5,2,0.2,0.5,7.3,0,0,0.8,0.16,0.2,0.2
Neal Maupay,"FW,MF",Brighton,67,22,0.07,0.23,14.8,0,3,10.1,0.15,-5.2,-5.1
James McArthur,MF,Crystal Palace,6,0,0,,21.3,0,0,0.3,0.06,-0.3,-0.3
Oliver McBurnie,FW,Sheffield Utd,30,12,0.03,0.08,12.5,0,0,3.9,0.13,-2.9,-2.9
Alex McCarthy,GK,Southampton,0,0,,,,0,0,0,,0,0
James McCarthy,MF,Crystal Palace,1,0,0,,32.5,0,0,0,0.01,0,0
John McGinn,MF,Aston Villa,45,11,0.07,0.27,23.7,0,0,2.5,0.06,0.5,0.5
David McGoldrick,"FW,MF",Sheffield Utd,71,23,0.11,0.35,18.2,1,0,6.9,0.1,1.1,1.1
Dwight McNeil,MF,Burnley,26,9,0.08,0.22,22.3,1,0,1.1,0.04,0.9,0.9
Scott McTominay,MF,Manchester Utd,26,7,0.15,0.57,17.6,0,0,2.1,0.08,1.9,1.9
Ben Mee,DF,Burnley,22,6,0.09,0.33,10.6,0,0,2.3,0.1,-0.3,-0.3
Hannibal Mejbri,MF,Manchester Utd,0,0,,,,0,0,0,,0,0
Benjamin Mendy,DF,Manchester City,6,2,0.33,1,17.2,0,0,0.3,0.06,1.7,1.7
Edouard Mendy,GK,Chelsea,0,0,,,,0,0,0,,0,0
Nampalys Mendy,MF,Leicester City,4,2,0,0,28.5,0,0,0.1,0.02,-0.1,-0.1
Illan Meslier,GK,Leeds United,0,0,,,,0,0,0,,0,0
Luka Milivojević,MF,Crystal Palace,17,5,0,0,28.4,7,1,0.8,0.05,-1.4,-0.8
James Milner,"MF,DF",Liverpool,12,3,0,0,24.8,0,0,0.4,0.03,-0.4,-0.4
Yerry Mina,DF,Everton,17,4,0.12,0.5,11.2,0,0,1.6,0.09,0.4,0.4
Takumi Minamino,MF,Southampton,13,4,0.15,0.5,18.3,0,0,1.5,0.11,0.5,0.5
Takumi Minamino,"MF,FW",Liverpool,7,3,0.14,0.33,17,0,0,1.1,0.16,-0.1,-0.1
Tyrone Mings,DF,Aston Villa,19,7,0.11,0.29,9.9,0,0,1.9,0.1,0.1,0.1
Tyrick Mitchell,DF,Crystal Palace,2,2,0.5,0.5,7.8,0,0,0.8,0.42,0.2,0.2
Aleksandar Mitrović,FW,Fulham,57,19,0.04,0.11,15.8,2,1,4.6,0.08,-3.2,-2.6
Jakub Moder,"DF,MF",Brighton,13,3,0,0,17.9,0,0,0.8,0.06,-0.8,-0.8
Jayson Molumby,MF,Brighton,0,0,,,,0,0,0,,0,0
Wesley Moraes,FW,Aston Villa,1,1,0,0,12.6,0,0,0,0.04,0,0
Wes Morgan,DF,Leicester City,0,0,,,,0,0,0,,0,0
Mason Mount,MF,Chelsea,81,25,0.06,0.2,21.1,6,1,5.5,0.07,-0.3,-0.5
Lucas Moura,"FW,MF",Tottenham,18,6,0.17,0.5,16.1,0,0,1.9,0.11,1.1,1.1
Lys Mousset,"FW,MF",Sheffield Utd,4,2,0,0,16.8,0,0,1,0.24,-1,-1
João Moutinho,MF,Wolves,14,4,0.07,0.25,23.7,1,0,0.6,0.04,0.4,0.4
Joel Mumbongo,FW,Burnley,0,0,,,,0,0,0,,0,0
Jacob Murphy,"DF,MF",Newcastle Utd,30,8,0.07,0.25,23.4,6,0,1.7,0.06,0.3,0.3
Shkodran Mustafi,DF,Arsenal,0,0,,,,0,0,0,,0,0
Marvelous Nakamba,MF,Aston Villa,2,1,0,0,28.9,0,0,0,0.02,0,0
Iliman Ndiaye,MF,Sheffield Utd,0,0,,,,0,0,0,,0,0
Wilfred Ndidi,"MF,DF",Leicester City,16,1,0.06,1,20,0,0,0.7,0.04,0.3,0.3
Tanguy Ndombele,MF,Tottenham,18,7,0.17,0.43,18.4,0,0,1.6,0.09,1.4,1.4
Reiss Nelson,"FW,MF",Arsenal,1,0,0,,12.1,0,0,0.1,0.06,-0.1,-0.1
Pedro Neto,"FW,MF",Wolves,61,21,0.08,0.24,19.6,3,0,5.1,0.08,-0.1,-0.1
Rúben Neves,MF,Wolves,64,13,0.03,0.15,26.9,12,3,2.7,0.04,-0.1,-0.7
Eddie Nketiah,FW,Arsenal,12,5,0.17,0.4,12.8,0,0,1.8,0.15,0.2,0.2
Niels Nkounkou,"DF,FW",Everton,1,0,0,,27,0,0,0,0.03,0,0
Dan Nlundulu,"FW,MF",Southampton,1,0,0,,12.4,0,0,0.1,0.05,-0.1,-0.1
Mark Noble,MF,West Ham,1,0,0,,22.3,0,0,0,0.04,0,0
Will Norris,GK,Burnley,0,0,,,,0,0,0,,0,0
Oliver Norwood,MF,Sheffield Utd,11,1,0,0,31.6,2,0,0.5,0.04,-0.5,-0.5
Jack O'Connell,DF,Sheffield Utd,0,0,,,,0,0,0,,0,0
Dara O'Shea,DF,West Brom,3,0,0,,13.5,0,0,0.1,0.04,-0.1,-0.1
Michael Obafemi,FW,Southampton,0,0,,,,0,0,0,,0,0
Denis Odoi,DF,Fulham,2,1,0,0,25.5,0,0,0.1,0.03,-0.1,-0.1
Angelo Ogbonna,DF,West Ham,13,4,0.23,0.75,7.3,0,0,1.7,0.13,1.3,1.3
Robin Olsen,GK,Everton,0,0,,,,0,0,0,,0,0
Josh Onomah,MF,Fulham,6,1,0,0,17.9,0,0,0.4,0.06,-0.4,-0.4
Divock Origi,FW,Liverpool,7,2,0,0,18.5,0,0,1.1,0.16,-1.1,-1.1
Ben Osborn,"MF,DF",Sheffield Utd,9,4,0.11,0.25,18.4,0,0,1.1,0.13,-0.1,-0.1
Owen Otasowie,"MF,FW",Wolves,4,0,0,,13.6,0,0,0.5,0.12,-0.5,-0.5
Alex Oxlade-Chamberlain,"MF,FW",Liverpool,8,4,0.13,0.25,21.8,0,0,0.3,0.04,0.7,0.7
Emerson Palmieri,DF,Chelsea,0,0,,,,0,0,0,,0,0
Thomas Partey,MF,Arsenal,26,4,0,0,27.1,0,0,1.3,0.05,-1.3,-1.3
Rui Patrício,GK,Wolves,0,0,,,,0,0,0,,0,0
Bailey Peacock-Farrell,GK,Burnley,0,0,,,,0,0,0,,0,0
Lee Peltier,DF,West Brom,0,0,,,,0,0,0,,0,0
Nicolas Pépé,FW,Arsenal,47,19,0.19,0.47,15.7,1,1,5,0.11,4.2,4
Matheus Pereira,"MF,FW",West Brom,61,23,0.11,0.3,23.1,10,4,4.2,0.07,3.7,2.8
Ricardo Pereira,"DF,FW",Leicester City,7,4,0,0,20.1,0,0,0.3,0.05,-0.3,-0.3
Ayoze Pérez,"MF,FW",Leicester City,31,13,0.06,0.15,17.1,1,0,3.3,0.11,-1.3,-1.3
Kalvin Phillips,MF,Leeds United,15,5,0.07,0.2,27.5,3,0,0.5,0.04,0.5,0.5
Matt Phillips,MF,West Brom,22,10,0.09,0.2,20.6,1,0,2.8,0.13,-0.8,-0.8
Nathaniel Phillips,DF,Liverpool,15,2,0.07,0.5,10.4,0,0,1,0.07,0,0
Jaden Philogene Bidace,FW,Aston Villa,0,0,,,,0,0,0,,0,0
Jordan Pickford,GK,Everton,0,0,,,,0,0,0,,0,0
Erik Pieters,"DF,MF",Burnley,4,3,0,0,18.9,0,0,0.2,0.04,-0.2,-0.2
Daniel Podence,"MF,FW",Wolves,32,14,0.09,0.21,17.5,0,0,2.5,0.08,0.5,0.5
Paul Pogba,"MF,FW",Manchester Utd,31,11,0.1,0.27,17,0,0,2.8,0.09,0.2,0.2
Nick Pope,GK,Burnley,0,0,,,,0,0,0,,0,0
Dennis Praet,MF,Leicester City,8,2,0.13,0.5,16.8,0,0,0.4,0.05,0.6,0.6
Davy Pröpper,MF,Brighton,4,2,0,0,17.6,0,0,0.2,0.05,-0.2,-0.2
Christian Pulisic,"FW,MF",Chelsea,43,16,0.09,0.25,14.5,0,0,6.1,0.14,-2.1,-2.1
Aaron Ramsdale,GK,Sheffield Utd,0,0,,,,0,0,0,,0,0
Jacob Ramsey,MF,Aston Villa,11,1,0,0,18.6,0,0,0.5,0.04,-0.5,-0.5
Kayne Ramsey,DF,Southampton,0,0,,,,0,0,0,,0,0
Darren Randolph,GK,West Ham,0,0,,,,0,0,0,,0,0
Raphinha,"MF,FW",Leeds United,67,24,0.09,0.25,17.2,4,0,5.7,0.09,0.3,0.3
Marcus Rashford,FW,Manchester Utd,79,36,0.14,0.31,18.9,5,0,8.9,0.11,2.1,2.1
Tim Ream,DF,Fulham,0,0,,,,0,0,0,,0,0
Nathan Redmond,"MF,FW",Southampton,45,13,0.04,0.15,18.5,0,0,3.1,0.07,-1.1,-1.1
Harrison Reed,MF,Fulham,13,4,0,0,26.1,0,0,0.4,0.03,-0.4,-0.4
Sergio Reguilón,DF,Tottenham,20,4,0,0,19,0,0,1,0.05,-1,-1
Bobby Reid,"MF,FW",Fulham,34,8,0.15,0.63,16.9,1,0,3.8,0.11,1.2,1.2
Declan Rice,MF,West Ham,25,7,0.04,0.14,20.8,3,1,1.6,0.06,-1.2,-0.6
Lewis Richardson,"FW,MF",Burnley,0,0,,,,0,0,0,,0,0
Richarlison,FW,Everton,80,31,0.08,0.19,15.1,1,1,8.8,0.11,-2.7,-2.8
Jaïro Riedewald,MF,Crystal Palace,8,2,0.25,1,21,0,0,0.6,0.07,1.4,1.4
Matt Ritchie,"DF,MF",Newcastle Utd,11,1,0,0,22.6,2,0,0.4,0.04,-0.4,-0.4
Tyler Roberts,"MF,FW",Leeds United,26,12,0.04,0.08,19.4,0,0,1.8,0.07,-0.8,-0.8
Andrew Robertson,DF,Liverpool,19,5,0.05,0.2,17.4,0,0,1.5,0.08,-0.5,-0.5
Antonee Robinson,DF,Fulham,10,4,0,0,20,0,0,0.4,0.04,-0.4,-0.4
Callum Robinson,"FW,MF",West Brom,31,11,0.16,0.45,19.8,0,0,3.1,0.1,1.9,1.9
Jack Robinson,DF,Sheffield Utd,6,0,0,,12.9,0,0,0.7,0.12,-0.7,-0.7
Hal Robson-Kanu,FW,West Brom,13,6,0.15,0.33,20.1,0,0,1.2,0.09,0.8,0.8
Marek Rodák,GK,Fulham,0,0,,,,0,0,0,,0,0
Joe Rodon,DF,Tottenham,1,0,0,,9.6,0,0,0,0.04,0,0
Rodri,MF,Manchester City,31,7,0.03,0.14,20.8,0,1,1.6,0.05,-0.4,-0.6
Rodrigo,"MF,FW",Leeds United,46,18,0.15,0.39,16.4,1,0,5.1,0.11,1.9,1.9
James Rodríguez,"FW,MF",Everton,37,18,0.16,0.33,20.7,4,0,2.8,0.08,3.2,3.2
Jay Rodriguez,FW,Burnley,31,9,0.03,0.11,17.1,0,0,3,0.11,-2,-2
Oriol Romeu,MF,Southampton,14,4,0.07,0.25,25.9,0,0,0.5,0.03,0.5,0.5
John Ruddy,GK,Wolves,0,0,,,,0,0,0,,0,0
Antonio Rüdiger,DF,Chelsea,14,6,0.07,0.17,18.3,0,0,1.3,0.09,-0.3,-0.3
Mathew Ryan,GK,Arsenal,0,0,,,,0,0,0,,0,0
Mathew Ryan,GK,Brighton,0,0,,,,0,0,0,,0,0
Allan Saint-Maximin,"FW,MF",Newcastle Utd,30,12,0.1,0.25,20.8,0,0,2.6,0.09,0.4,0.4
Romain Saïss,DF,Wolves,28,11,0.11,0.27,13.4,2,0,3,0.11,0,0
Bukayo Saka,"FW,MF",Arsenal,61,20,0.08,0.25,16.1,1,0,6.9,0.11,-1.9,-1.9
Mamadou Sakho,DF,Crystal Palace,1,0,0,,12.3,0,0,0.1,0.06,-0.1,-0.1
Mohamed Salah,FW,Liverpool,120,46,0.13,0.35,16.4,1,6,14.6,0.12,2.7,1.4
Mohammed Salisu,DF,Southampton,4,1,0,0,12.7,0,0,0.3,0.07,-0.3,-0.3
Davinson Sánchez,DF,Tottenham,5,0,0,,10.1,0,0,0.8,0.17,-0.8,-0.8
Robert Sánchez,GK,Brighton,0,0,,,,0,0,0,,0,0
Morgan Sanson,MF,Aston Villa,2,0,0,,29.2,0,0,0,0.02,0,0
Romaine Sawyers,MF,West Brom,4,0,0,,25.4,0,0,0.1,0.03,-0.1,-0.1
Dane Scarlett,FW,Tottenham,0,0,,,,0,0,0,,0,0
Fabian Schär,DF,Newcastle Utd,11,4,0,0,27.8,3,1,0.5,0.05,-0.3,-0.5
Jeffrey Schlupp,MF,Crystal Palace,18,10,0.11,0.2,14.3,0,0,1.9,0.11,0.1,0.1
Kasper Schmeichel,GK,Leicester City,0,0,,,,0,0,0,,0,0
Nélson Semedo,"DF,MF",Wolves,23,11,0.04,0.09,21.2,0,0,1.3,0.06,-0.3,-0.3
Femi Seriki,MF,Sheffield Utd,0,0,,,,0,0,0,,0,0
Jamie Shackleton,"MF,DF",Leeds United,0,0,,,,0,0,0,,0,0
Xherdan Shaqiri,"MF,FW",Liverpool,11,0,0,,22.8,1,0,0.5,0.04,-0.5,-0.5
Billy Sharp,FW,Sheffield Utd,7,4,0.14,0.25,16.5,0,2,1.5,0.21,0,-0.5
Luke Shaw,DF,Manchester Utd,11,6,0.09,0.17,17.3,0,0,0.6,0.05,0.4,0.4
Jonjo Shelvey,MF,Newcastle Utd,42,9,0.02,0.11,24.3,11,0,2.5,0.06,-1.5,-1.5
Shola Shoretire,FW,Manchester Utd,0,0,,,,0,0,0,,0,0
Gylfi Sigurðsson,"MF,FW",Everton,45,13,0.07,0.23,22.8,7,3,3.4,0.07,-0.5,-0.4
Bernardo Silva,"MF,FW",Manchester City,28,13,0.07,0.15,14.9,0,0,2.8,0.1,-0.8,-0.8
Fábio Silva,FW,Wolves,47,16,0.06,0.19,13,0,1,4.5,0.1,-1.3,-1.5
Thiago Silva,DF,Chelsea,13,4,0.15,0.5,8.8,0,0,1.7,0.13,0.3,0.3
Moussa Sissoko,MF,Tottenham,3,1,0,0,13,0,0,0.2,0.07,-0.2,-0.2
Islam Slimani,FW,Leicester City,1,0,0,,10.8,0,0,0.1,0.06,-0.1,-0.1
William Smallbone,MF,Southampton,1,1,0,0,19.6,0,0,0.1,0.05,-0.1,-0.1
Emile Smith Rowe,"MF,FW",Arsenal,13,4,0.15,0.5,17.8,0,0,1.8,0.14,0.2,0.2
Robert Snodgrass,"MF,FW",West Brom,4,1,0,0,18.3,1,0,0.2,0.06,-0.2,-0.2
Robert Snodgrass,"FW,MF",West Ham,0,0,,,,0,0,0,,0,0
Cédric Soares,DF,Arsenal,7,2,0,0,25.2,1,0,0.3,0.04,-0.3,-0.3
Tomáš Souček,MF,West Ham,64,23,0.16,0.43,12.3,0,0,8.4,0.13,1.6,1.6
Çağlar Söyüncü,DF,Leicester City,10,3,0.1,0.33,10.4,0,0,0.7,0.07,0.3,0.3
Zack Steffen,GK,Manchester City,0,0,,,,0,0,0,,0,0
Dale Stephens,MF,Burnley,4,0,0,,21.4,0,0,0.2,0.04,-0.2,-0.2
Jack Stephens,DF,Southampton,6,2,0,0,9.2,0,0,0.8,0.13,-0.8,-0.8
Raheem Sterling,FW,Manchester City,69,28,0.14,0.36,14.5,3,0,10.2,0.15,-1,-0.2
Enda Stevens,DF,Sheffield Utd,16,4,0,0,17.4,0,0,1.3,0.08,-1.3,-1.3
John Stones,DF,Manchester City,15,5,0.27,0.8,13.9,0,0,1.8,0.12,2.2,2.2
Pascal Struijk,"DF,MF",Leeds United,14,4,0.07,0.25,9.8,0,0,1.7,0.12,-0.7,-0.7
Japhet Tanganga,DF,Tottenham,2,0,0,,6.3,0,0,0.4,0.22,-0.4,-0.4
Matt Targett,DF,Aston Villa,6,2,0,0,21.8,1,0,0.3,0.04,-0.3,-0.3
James Tarkowski,DF,Burnley,22,5,0.05,0.2,9.2,0,0,3.4,0.15,-2.4,-2.4
Percy Tau,FW,Brighton,0,0,,,,0,0,0,,0,0
Sidnei Tavares,MF,Leicester City,1,1,0,0,24.6,0,0,0.1,0.06,-0.1,-0.1
Charlie Taylor,DF,Burnley,3,2,0,0,23.6,0,0,0.1,0.04,-0.1,-0.1
Neil Taylor,DF,Aston Villa,0,0,,,,0,0,0,,0,0
Allan Tchaptchet,DF,Southampton,0,0,,,,0,0,0,,0,0
Nathan Tella,"FW,MF",Southampton,17,8,0.06,0.13,19.2,0,0,1.6,0.1,-0.6,-0.6
Alex Telles,DF,Manchester Utd,5,1,0,0,22.3,0,0,0.2,0.03,-0.2,-0.2
Kenny Tete,"DF,MF",Fulham,7,1,0,0,18.7,0,0,0.3,0.04,-0.3,-0.3
William Thomas Fish,FW,Manchester Utd,0,0,,,,0,0,0,,0,0
Luke Thomas,DF,Leicester City,7,3,0.14,0.33,13.7,0,0,0.3,0.04,0.7,0.7
Youri Tielemans,MF,Leicester City,47,18,0.09,0.22,23.5,4,2,2.8,0.06,1.6,1.2
Kieran Tierney,DF,Arsenal,15,3,0.07,0.33,24,0,0,0.5,0.03,0.5,0.5
James Tomkins,DF,Crystal Palace,2,1,0,0,9.9,0,0,0.2,0.09,-0.2,-0.2
Fikayo Tomori,DF,Chelsea,0,0,,,,0,0,0,,0,0
Ferrán Torres,"FW,MF",Manchester City,36,14,0.19,0.5,15.6,0,0,4.9,0.13,2.1,2.1
Cenk Tosun,FW,Everton,0,0,,,,0,0,0,,0,0
Andros Townsend,"MF,FW",Crystal Palace,36,11,0.03,0.09,22.6,4,0,2.3,0.06,-1.3,-1.3
Conor Townsend,DF,West Brom,11,4,0,0,17.4,2,0,1.1,0.1,-1.1,-1.1
Adama Traoré,"FW,MF",Wolves,43,13,0.05,0.15,19.7,0,0,2,0.05,0,0
Bertrand Traoré,FW,Aston Villa,64,23,0.11,0.3,16.7,2,0,6.6,0.1,0.4,0.4
Trézéguet,FW,Aston Villa,35,12,0.06,0.17,14.2,0,0,3.8,0.11,-1.8,-1.8
Leandro Trossard,"MF,FW",Brighton,58,23,0.09,0.22,18.6,2,0,4.6,0.08,0.4,0.4
Kostas Tsimikas,"DF,FW",Liverpool,0,0,,,,0,0,0,,0,0
Axel Tuanzebe,DF,Manchester Utd,0,0,,,,0,0,0,,0,0
Cengiz Ünder,"FW,MF",Leicester City,9,1,0,0,23.3,0,0,0.3,0.03,-0.3,-0.3
Yan Valery,"DF,MF",Southampton,2,0,0,,25,0,0,0.2,0.09,-0.2,-0.2
Virgil van Dijk,DF,Liverpool,4,2,0.25,0.5,14.8,0,0,0.2,0.06,0.8,0.8
Jamie Vardy,FW,Leicester City,73,28,0.1,0.25,14.4,0,8,12.8,0.18,-4.9,-5.8
Joël Veltman,DF,Brighton,14,4,0.07,0.25,16.1,0,0,1.1,0.08,-0.1,-0.1
Jannik Vestergaard,DF,Southampton,23,8,0.13,0.38,11.9,0,0,1.5,0.07,1.5,1.5
Rúben Vinagre,"MF,DF",Wolves,0,0,,,,0,0,0,,0,0
Carlos Vinícius,FW,Tottenham,7,4,0.14,0.25,12.1,0,0,1.2,0.18,-0.2,-0.2
João Virgínia,GK,Everton,0,0,,,,0,0,0,,0,0
Vitinha,MF,Wolves,8,4,0,0,22.6,0,0,0.5,0.07,-0.5,-0.5
Jake Vokins,DF,Southampton,0,0,,,,0,0,0,,0,0
Matěj Vydra,FW,Burnley,35,9,0.09,0.33,13.7,0,0,5.2,0.15,-2.2,-2.2
Theo Walcott,"MF,FW",Southampton,29,11,0.1,0.27,20.2,0,0,2.3,0.08,0.7,0.7
Theo Walcott,FW,Everton,0,0,,,,0,0,0,,0,0
Kyle Walker,DF,Manchester City,10,3,0.1,0.33,29.2,0,0,0.3,0.03,0.7,0.7
Kyle Walker-Peters,DF,Southampton,18,7,0,0,18.8,0,0,1,0.06,-1,-1
Aaron Wan-Bissaka,DF,Manchester Utd,7,4,0.29,0.5,15.2,0,0,0.9,0.14,1.1,1.1
Joel Ward,DF,Crystal Palace,2,1,0,0,26.2,0,0,0.1,0.03,-0.1,-0.1
James Ward-Prowse,MF,Southampton,39,20,0.13,0.25,26.8,20,3,2.5,0.06,2.3,2.5
Ollie Watkins,FW,Aston Villa,95,43,0.14,0.3,13.7,0,1,13,0.14,-0.5,0
Caleb Watts,MF,Southampton,0,0,,,,0,0,0,,0,0
Adam Webster,DF,Brighton,25,7,0.04,0.14,13.8,0,0,2,0.08,-1,-1
Danny Welbeck,FW,Brighton,34,15,0.18,0.4,13.1,0,0,5.8,0.18,-0.6,0.2
Timo Werner,"FW,MF",Chelsea,79,31,0.08,0.19,13.8,0,0,11.4,0.14,-5.4,-5.4
Ashley Westwood,MF,Burnley,20,7,0.15,0.43,23.5,1,0,1.2,0.06,1.8,1.8
Ben White,"DF,MF",Brighton,10,1,0,0,16.8,0,0,0.5,0.05,-0.5,-0.5
Georginio Wijnaldum,MF,Liverpool,31,9,0.06,0.22,17.8,1,0,2.6,0.08,-0.6,-0.6
Brandon Williams,DF,Manchester Utd,1,1,0,0,11.8,0,0,0.2,0.23,-0.2,-0.2
Neco Williams,DF,Liverpool,2,0,0,,17.2,0,0,0.1,0.04,-0.1,-0.1
Rhys Williams,DF,Liverpool,7,0,0,,10.6,0,0,0.5,0.07,-0.5,-0.5
Willian,FW,Arsenal,20,3,0.05,0.33,19.4,5,0,1.9,0.1,-0.9,-0.9
Joe Willock,MF,Arsenal,4,0,0,,11.6,0,0,0.3,0.07,-0.3,-0.3
Joe Willock,MF,Newcastle Utd,18,12,0.44,0.67,14.2,0,0,3,0.17,4.1,5
Callum Wilson,FW,Newcastle Utd,45,16,0.18,0.5,13.4,0,4,9.3,0.21,-0.4,-1.3
Harry Winks,MF,Tottenham,4,1,0,0,30.9,0,0,0.1,0.02,-0.1,-0.1
Chris Wood,FW,Burnley,68,37,0.15,0.27,14.1,0,2,11.4,0.17,-1,-1.4
Granit Xhaka,"MF,DF",Arsenal,21,7,0.05,0.14,27.1,7,0,0.9,0.04,0.1,0.1
Andriy Yarmolenko,"FW,MF",West Ham,7,2,0,0,20.3,0,0,0.3,0.04,-0.3,-0.3
DeAndre Yedlin,DF,Newcastle Utd,2,0,0,,21.7,0,0,0.1,0.04,-0.1,-0.1
Okay Yokuşlu,MF,West Brom,12,0,0,,21.1,1,0,0.9,0.07,-0.9,-0.9
Wilfried Zaha,FW,Crystal Palace,58,18,0.16,0.5,16.9,0,2,6.5,0.11,2.9,2.5
Andre-Frank Zambo Anguissa,MF,Fulham,34,8,0,0,21.6,0,0,1.6,0.05,-1.6,-1.6
Andi Zeqiri,"FW,DF",Brighton,7,2,0,0,13.6,0,0,0.7,0.1,-0.7,-0.7
Oleksandr Zinchenko,DF,Manchester City,16,4,0,0,22.7,1,0,0.7,0.04,-0.7,-0.7
Hakim Ziyech,"MF,FW",Chelsea,35,12,0.06,0.17,23.1,1,0,1.9,0.05,0.1,0.1
Kurt Zouma,DF,Chelsea,27,12,0.19,0.42,13.4,0,0,2,0.07,3,3
Martin Ødegaard,MF,Arsenal,15,3,0.07,0.33,22.5,1,0,0.7,0.05,0.3,0.3
